,Unique_ID,Dependent_Variable
329,Candidate_41134,0
330,Candidate_14137,0
331,Candidate_29772,0
332,Candidate_30728,0
333,Candidate_28109,0
334,Candidate_37194,0
335,Candidate_25959,0
336,Candidate_42063,0
337,Candidate_36486,0
338,Candidate_40334,0
339,Candidate_10063,1
340,Candidate_41519,0
341,Candidate_18789,0
342,Candidate_18687,0
343,Candidate_33178,0
344,Candidate_52128,1
345,Candidate_45156,0
346,Candidate_3151,1
347,Candidate_30280,0
348,Candidate_29953,0
349,Candidate_28075,0
350,Candidate_37263,0
351,Candidate_24016,0
352,Candidate_52080,1
353,Candidate_54431,1
354,Candidate_53384,1
355,Candidate_30745,0
356,Candidate_52565,1
357,Candidate_804,1
358,Candidate_18343,0
359,Candidate_24927,0
360,Candidate_17434,0
361,Candidate_16062,0
362,Candidate_36836,0
363,Candidate_18947,0
364,Candidate_11725,1
365,Candidate_9288,1
366,Candidate_6223,1
367,Candidate_10970,1
368,Candidate_47270,0
369,Candidate_11020,1
370,Candidate_18578,0
371,Candidate_36205,0
372,Candidate_20510,0
373,Candidate_10193,1
374,Candidate_15495,0
375,Candidate_39568,0
376,Candidate_50414,1
377,Candidate_2869,1
378,Candidate_44661,0
379,Candidate_25613,0
380,Candidate_26596,0
381,Candidate_54556,1
382,Candidate_54910,1
383,Candidate_23484,0
384,Candidate_50458,1
385,Candidate_41885,0
386,Candidate_30743,0
387,Candidate_54000,1
388,Candidate_22786,0
389,Candidate_8638,1
390,Candidate_39914,0
391,Candidate_9030,1
392,Candidate_47851,0
393,Candidate_34022,0
394,Candidate_5873,1
395,Candidate_46725,0
396,Candidate_37519,0
397,Candidate_32337,0
398,Candidate_27141,0
399,Candidate_32730,0
400,Candidate_34523,0
401,Candidate_19982,0
402,Candidate_1325,1
403,Candidate_29204,0
404,Candidate_53338,1
405,Candidate_11485,1
406,Candidate_22244,0
407,Candidate_39842,0
408,Candidate_50716,1
409,Candidate_2365,1
410,Candidate_20846,0
411,Candidate_53603,1
412,Candidate_37821,0
413,Candidate_38602,0
414,Candidate_1990,1
415,Candidate_40329,0
416,Candidate_49939,0
417,Candidate_16398,0
418,Candidate_27314,0
419,Candidate_52042,1
420,Candidate_36613,0
421,Candidate_22395,0
422,Candidate_21067,0
423,Candidate_17658,0
424,Candidate_37678,0
425,Candidate_7837,1
426,Candidate_21126,0
427,Candidate_50771,1
428,Candidate_1022,1
429,Candidate_36347,0
430,Candidate_2005,1
431,Candidate_40073,0
432,Candidate_51862,1
433,Candidate_9098,1
434,Candidate_48691,0
435,Candidate_27904,0
436,Candidate_53694,1
437,Candidate_40663,0
438,Candidate_36661,0
439,Candidate_41360,0
440,Candidate_26047,0
441,Candidate_46391,0
442,Candidate_45014,0
443,Candidate_17803,0
444,Candidate_4810,1
445,Candidate_21304,0
446,Candidate_51004,1
447,Candidate_10288,1
448,Candidate_27240,0
449,Candidate_28894,0
450,Candidate_32268,0
451,Candidate_40362,0
452,Candidate_303,1
453,Candidate_53517,1
454,Candidate_9011,1
455,Candidate_21032,0
456,Candidate_6363,1
457,Candidate_35618,0
458,Candidate_28332,0
459,Candidate_40659,0
460,Candidate_21755,0
461,Candidate_26880,0
462,Candidate_27023,0
463,Candidate_51574,1
464,Candidate_12272,0
465,Candidate_13122,0
466,Candidate_16194,0
467,Candidate_36981,0
468,Candidate_40840,0
469,Candidate_43460,0
470,Candidate_47241,0
471,Candidate_53711,1
472,Candidate_13814,0
473,Candidate_35902,0
474,Candidate_25458,0
475,Candidate_27842,0
476,Candidate_6184,1
477,Candidate_44364,0
478,Candidate_15841,0
479,Candidate_1876,1
480,Candidate_26190,0
481,Candidate_22261,0
482,Candidate_39491,0
483,Candidate_28241,0
484,Candidate_38922,0
485,Candidate_42208,0
486,Candidate_25073,0
487,Candidate_30989,0
488,Candidate_21283,0
489,Candidate_25522,0
490,Candidate_44918,0
491,Candidate_23051,0
492,Candidate_28544,0
493,Candidate_28297,0
494,Candidate_6462,1
495,Candidate_36408,0
496,Candidate_18519,0
497,Candidate_20559,0
498,Candidate_52187,1
499,Candidate_10261,1
500,Candidate_9323,1
501,Candidate_8420,1
502,Candidate_36174,0
503,Candidate_9001,1
504,Candidate_25719,0
505,Candidate_28537,0
506,Candidate_31572,0
507,Candidate_52157,1
508,Candidate_20160,0
509,Candidate_20475,0
510,Candidate_10828,1
511,Candidate_40005,0
512,Candidate_8626,1
513,Candidate_18826,0
514,Candidate_42008,0
515,Candidate_31846,0
516,Candidate_52227,1
517,Candidate_43862,0
518,Candidate_10643,1
519,Candidate_4642,1
520,Candidate_34738,0
521,Candidate_37273,0
522,Candidate_10590,1
523,Candidate_38209,0
524,Candidate_37970,0
525,Candidate_52410,1
526,Candidate_2667,1
527,Candidate_27219,0
528,Candidate_46889,0
529,Candidate_20973,0
530,Candidate_45222,0
531,Candidate_51614,1
532,Candidate_31444,0
533,Candidate_54924,1
534,Candidate_11111,1
535,Candidate_33959,0
536,Candidate_13251,0
537,Candidate_14722,0
538,Candidate_18150,0
539,Candidate_55016,1
540,Candidate_53449,1
541,Candidate_16243,0
542,Candidate_13026,0
543,Candidate_37717,0
544,Candidate_26127,0
545,Candidate_30122,0
546,Candidate_477,1
547,Candidate_28713,0
548,Candidate_46157,0
549,Candidate_13076,0
550,Candidate_10482,1
551,Candidate_16231,0
552,Candidate_32679,0
553,Candidate_36883,0
554,Candidate_36669,0
555,Candidate_32415,0
556,Candidate_28017,0
557,Candidate_5490,1
558,Candidate_30674,0
559,Candidate_1690,1
560,Candidate_44169,0
561,Candidate_42396,0
562,Candidate_45866,0
563,Candidate_53839,1
564,Candidate_34276,0
565,Candidate_44637,0
566,Candidate_2460,1
567,Candidate_1355,1
568,Candidate_48867,0
569,Candidate_38118,0
570,Candidate_12581,0
571,Candidate_37937,0
572,Candidate_24822,0
573,Candidate_14900,0
574,Candidate_32314,0
575,Candidate_34910,0
576,Candidate_48985,0
577,Candidate_22377,0
578,Candidate_45580,0
579,Candidate_32805,0
580,Candidate_37372,0
581,Candidate_12687,0
582,Candidate_1544,1
583,Candidate_35438,0
584,Candidate_23175,0
585,Candidate_38030,0
586,Candidate_33049,0
587,Candidate_167,1
588,Candidate_30359,0
589,Candidate_4661,1
590,Candidate_49165,0
591,Candidate_37919,0
592,Candidate_21186,0
593,Candidate_48852,0
594,Candidate_3017,1
595,Candidate_18845,0
596,Candidate_25339,0
597,Candidate_8224,1
598,Candidate_25422,0
599,Candidate_21334,0
600,Candidate_24475,0
601,Candidate_35339,0
602,Candidate_23269,0
603,Candidate_6864,1
604,Candidate_40706,0
605,Candidate_37808,0
606,Candidate_32946,0
607,Candidate_19414,0
608,Candidate_32909,0
609,Candidate_47511,0
610,Candidate_3503,1
611,Candidate_44376,0
612,Candidate_55083,1
613,Candidate_96,1
614,Candidate_16836,0
615,Candidate_29894,0
616,Candidate_21094,0
617,Candidate_35949,0
618,Candidate_23611,0
619,Candidate_31118,0
620,Candidate_47554,0
621,Candidate_10803,1
622,Candidate_14227,0
623,Candidate_26479,0
624,Candidate_49370,0
625,Candidate_37395,0
626,Candidate_40610,0
627,Candidate_16651,0
628,Candidate_51547,1
629,Candidate_51464,1
630,Candidate_48928,0
631,Candidate_19216,0
632,Candidate_710,1
633,Candidate_22238,0
634,Candidate_42378,0
635,Candidate_32121,0
636,Candidate_53983,1
637,Candidate_28375,0
638,Candidate_42641,0
639,Candidate_38498,0
640,Candidate_19997,0
641,Candidate_28514,0
642,Candidate_13835,0
643,Candidate_16312,0
644,Candidate_21505,0
645,Candidate_47472,0
646,Candidate_37401,0
647,Candidate_5164,1
648,Candidate_47352,0
649,Candidate_23904,0
650,Candidate_6686,1
651,Candidate_53984,1
652,Candidate_25586,0
653,Candidate_13388,0
654,Candidate_53363,1
655,Candidate_1626,1
656,Candidate_19395,0
657,Candidate_127,1
658,Candidate_53568,1
659,Candidate_50720,1
660,Candidate_55071,1
661,Candidate_16282,0
662,Candidate_29711,0
663,Candidate_50496,1
664,Candidate_23508,0
665,Candidate_40082,0
666,Candidate_46178,0
667,Candidate_50858,1
668,Candidate_31503,0
669,Candidate_51919,1
670,Candidate_48529,0
671,Candidate_53836,1
672,Candidate_48735,0
673,Candidate_29317,0
674,Candidate_17242,0
675,Candidate_10924,1
676,Candidate_37244,0
677,Candidate_19098,0
678,Candidate_39536,0
679,Candidate_41857,0
680,Candidate_29246,0
681,Candidate_45402,0
682,Candidate_29221,0
683,Candidate_27858,0
684,Candidate_53630,1
685,Candidate_16704,0
686,Candidate_16140,0
687,Candidate_54339,1
688,Candidate_28415,0
689,Candidate_52835,1
690,Candidate_52066,1
691,Candidate_50968,1
692,Candidate_23447,0
693,Candidate_51569,1
694,Candidate_37532,0
695,Candidate_34384,0
696,Candidate_26811,0
697,Candidate_42489,0
698,Candidate_38123,0
699,Candidate_12323,0
700,Candidate_46631,0
701,Candidate_37354,0
702,Candidate_1985,1
703,Candidate_50512,1
704,Candidate_47087,0
705,Candidate_17369,0
706,Candidate_22250,0
707,Candidate_5569,1
708,Candidate_3279,1
709,Candidate_32386,0
710,Candidate_41842,0
711,Candidate_22997,0
712,Candidate_49128,0
713,Candidate_8293,1
714,Candidate_36088,0
715,Candidate_38229,0
716,Candidate_2528,1
717,Candidate_9111,1
718,Candidate_16540,0
719,Candidate_9244,1
720,Candidate_47279,0
721,Candidate_35680,0
722,Candidate_7995,1
723,Candidate_41120,0
724,Candidate_53927,1
725,Candidate_10123,1
726,Candidate_18073,0
727,Candidate_47749,0
728,Candidate_5093,1
729,Candidate_52515,1
730,Candidate_36627,0
731,Candidate_44125,0
732,Candidate_46492,0
733,Candidate_52513,1
734,Candidate_236,1
735,Candidate_3064,1
736,Candidate_3015,1
737,Candidate_41954,0
738,Candidate_51682,1
739,Candidate_10780,1
740,Candidate_32995,0
741,Candidate_49248,0
742,Candidate_40348,0
743,Candidate_19742,0
744,Candidate_34456,0
745,Candidate_20967,0
746,Candidate_37253,0
747,Candidate_5029,1
748,Candidate_22061,0
749,Candidate_35551,0
750,Candidate_24086,0
751,Candidate_8492,1
752,Candidate_38497,0
753,Candidate_28292,0
754,Candidate_3054,1
755,Candidate_28517,0
756,Candidate_30100,0
757,Candidate_42256,0
758,Candidate_52681,1
759,Candidate_40530,0
760,Candidate_52197,1
761,Candidate_13454,0
762,Candidate_35051,0
763,Candidate_29835,0
764,Candidate_3056,1
765,Candidate_11167,1
766,Candidate_9128,1
767,Candidate_19337,0
768,Candidate_31488,0
769,Candidate_51483,1
770,Candidate_27089,0
771,Candidate_41326,0
772,Candidate_17114,0
773,Candidate_41935,0
774,Candidate_53718,1
775,Candidate_53435,1
776,Candidate_39540,0
777,Candidate_54128,1
778,Candidate_33031,0
779,Candidate_9018,1
780,Candidate_2291,1
781,Candidate_21632,0
782,Candidate_5178,1
783,Candidate_34153,0
784,Candidate_49323,0
785,Candidate_52640,1
786,Candidate_41037,0
787,Candidate_17869,0
788,Candidate_39937,0
789,Candidate_40820,0
790,Candidate_11649,1
791,Candidate_23349,0
792,Candidate_27440,0
793,Candidate_5752,1
794,Candidate_51308,1
795,Candidate_20394,0
796,Candidate_41410,0
797,Candidate_14352,0
798,Candidate_47570,0
799,Candidate_33078,0
800,Candidate_3209,1
801,Candidate_8379,1
802,Candidate_24108,0
803,Candidate_9568,1
804,Candidate_47701,0
805,Candidate_47945,0
806,Candidate_2671,1
807,Candidate_49461,0
808,Candidate_35182,0
809,Candidate_20298,0
810,Candidate_49056,0
811,Candidate_43608,0
812,Candidate_48344,0
813,Candidate_19764,0
814,Candidate_30235,0
815,Candidate_14250,0
816,Candidate_23937,0
817,Candidate_19087,0
818,Candidate_12792,0
819,Candidate_41707,0
820,Candidate_38984,0
821,Candidate_8234,1
822,Candidate_30814,0
823,Candidate_53452,1
824,Candidate_19476,0
825,Candidate_13629,0
826,Candidate_14034,0
827,Candidate_36797,0
828,Candidate_24485,0
829,Candidate_7635,1
830,Candidate_5730,1
831,Candidate_1792,1
832,Candidate_48613,0
833,Candidate_53882,1
834,Candidate_47193,0
835,Candidate_41117,0
836,Candidate_28095,0
837,Candidate_2846,1
838,Candidate_36573,0
839,Candidate_4330,1
840,Candidate_48439,0
841,Candidate_29813,0
842,Candidate_38731,0
843,Candidate_16148,0
844,Candidate_11857,1
845,Candidate_2155,1
846,Candidate_41267,0
847,Candidate_9785,1
848,Candidate_4129,1
849,Candidate_20935,0
850,Candidate_46511,0
851,Candidate_5717,1
852,Candidate_53871,1
853,Candidate_35862,0
854,Candidate_26685,0
855,Candidate_17313,0
856,Candidate_8328,1
857,Candidate_24741,0
858,Candidate_25595,0
859,Candidate_15700,0
860,Candidate_34080,0
861,Candidate_41339,0
862,Candidate_32389,0
863,Candidate_51247,1
864,Candidate_36385,0
865,Candidate_51624,1
866,Candidate_35456,0
867,Candidate_16182,0
868,Candidate_1565,1
869,Candidate_33543,0
870,Candidate_8311,1
871,Candidate_32692,0
872,Candidate_1351,1
873,Candidate_48158,0
874,Candidate_49409,0
875,Candidate_6251,1
876,Candidate_51179,1
877,Candidate_21349,0
878,Candidate_8011,1
879,Candidate_45478,0
880,Candidate_1849,1
881,Candidate_45939,0
882,Candidate_40612,0
883,Candidate_32232,0
884,Candidate_48642,0
885,Candidate_28562,0
886,Candidate_50657,1
887,Candidate_13647,0
888,Candidate_33458,0
889,Candidate_31232,0
890,Candidate_2157,1
891,Candidate_786,1
892,Candidate_16964,0
893,Candidate_45226,0
894,Candidate_39862,0
895,Candidate_53437,1
896,Candidate_7465,1
897,Candidate_24251,0
898,Candidate_13918,0
899,Candidate_6633,1
900,Candidate_9567,1
901,Candidate_37281,0
902,Candidate_42223,0
903,Candidate_12309,0
904,Candidate_47199,0
905,Candidate_6683,1
906,Candidate_49443,0
907,Candidate_19819,0
908,Candidate_43841,0
909,Candidate_25602,0
910,Candidate_34048,0
911,Candidate_23009,0
912,Candidate_16400,0
913,Candidate_27076,0
914,Candidate_8295,1
915,Candidate_31932,0
916,Candidate_43253,0
917,Candidate_54126,1
918,Candidate_50442,1
919,Candidate_3179,1
920,Candidate_36506,0
921,Candidate_44806,0
922,Candidate_44473,0
923,Candidate_54991,1
924,Candidate_5942,1
925,Candidate_38923,0
926,Candidate_7137,1
927,Candidate_42129,0
928,Candidate_52018,1
929,Candidate_53613,1
930,Candidate_14633,0
931,Candidate_50077,1
932,Candidate_30108,0
933,Candidate_48034,0
934,Candidate_27558,0
935,Candidate_248,1
936,Candidate_51667,1
937,Candidate_43502,0
938,Candidate_23706,0
939,Candidate_34077,0
940,Candidate_51857,1
941,Candidate_27415,0
942,Candidate_37977,0
943,Candidate_24982,0
944,Candidate_25219,0
945,Candidate_51431,1
946,Candidate_4130,1
947,Candidate_44760,0
948,Candidate_7490,1
949,Candidate_25041,0
950,Candidate_19778,0
951,Candidate_49617,0
952,Candidate_10065,1
953,Candidate_37029,0
954,Candidate_19045,0
955,Candidate_46700,0
956,Candidate_6965,1
957,Candidate_22279,0
958,Candidate_48260,0
959,Candidate_6511,1
960,Candidate_24011,0
961,Candidate_52142,1
962,Candidate_19009,0
963,Candidate_31612,0
964,Candidate_32647,0
965,Candidate_48434,0
966,Candidate_27824,0
967,Candidate_28984,0
968,Candidate_47721,0
969,Candidate_51823,1
970,Candidate_1739,1
971,Candidate_2906,1
972,Candidate_22752,0
973,Candidate_12789,0
974,Candidate_47168,0
975,Candidate_1442,1
976,Candidate_43172,0
977,Candidate_7953,1
978,Candidate_21184,0
979,Candidate_20272,0
980,Candidate_287,1
981,Candidate_45128,0
982,Candidate_17481,0
983,Candidate_26090,0
984,Candidate_43406,0
985,Candidate_11060,1
986,Candidate_18187,0
987,Candidate_48918,0
988,Candidate_26864,0
989,Candidate_31335,0
990,Candidate_41393,0
991,Candidate_33162,0
992,Candidate_21266,0
993,Candidate_40967,0
994,Candidate_4632,1
995,Candidate_39790,0
996,Candidate_8553,1
997,Candidate_15125,0
998,Candidate_2081,1
999,Candidate_26739,0
1000,Candidate_28699,0
1001,Candidate_3595,1
1002,Candidate_51843,1
1003,Candidate_43625,0
1004,Candidate_51171,1
1005,Candidate_47181,0
1006,Candidate_14955,0
1007,Candidate_27433,0
1008,Candidate_40726,0
1009,Candidate_51967,1
1010,Candidate_7875,1
1011,Candidate_52673,1
1012,Candidate_7461,1
1013,Candidate_50112,1
1014,Candidate_49959,0
1015,Candidate_36497,0
1016,Candidate_39675,0
1017,Candidate_10669,1
1018,Candidate_22248,0
1019,Candidate_24935,0
1020,Candidate_28364,0
1021,Candidate_47427,0
1022,Candidate_8642,1
1023,Candidate_12661,0
1024,Candidate_43713,0
1025,Candidate_42441,0
1026,Candidate_49345,0
1027,Candidate_16529,0
1028,Candidate_10813,1
1029,Candidate_14364,0
1030,Candidate_2541,1
1031,Candidate_19450,0
1032,Candidate_13818,0
1033,Candidate_20278,0
1034,Candidate_51436,1
1035,Candidate_36857,0
1036,Candidate_34199,0
1037,Candidate_42941,0
1038,Candidate_31039,0
1039,Candidate_13808,0
1040,Candidate_50237,1
1041,Candidate_17147,0
1042,Candidate_28408,0
1043,Candidate_11550,1
1044,Candidate_20766,0
1045,Candidate_53185,1
1046,Candidate_25641,0
1047,Candidate_2668,1
1048,Candidate_52976,1
1049,Candidate_21450,0
1050,Candidate_38500,0
1051,Candidate_37650,0
1052,Candidate_37469,0
1053,Candidate_21277,0
1054,Candidate_3579,1
1055,Candidate_54513,1
1056,Candidate_37329,0
1057,Candidate_50383,1
1058,Candidate_48751,0
1059,Candidate_8020,1
1060,Candidate_4481,1
1061,Candidate_44448,0
1062,Candidate_45915,0
1063,Candidate_30204,0
1064,Candidate_30603,0
1065,Candidate_6243,1
1066,Candidate_34467,0
1067,Candidate_6341,1
1068,Candidate_26004,0
1069,Candidate_30944,0
1070,Candidate_27070,0
1071,Candidate_49181,0
1072,Candidate_26801,0
1073,Candidate_4706,1
1074,Candidate_1730,1
1075,Candidate_10724,1
1076,Candidate_40241,0
1077,Candidate_1108,1
1078,Candidate_49019,0
1079,Candidate_44072,0
1080,Candidate_39104,0
1081,Candidate_52761,1
1082,Candidate_46169,0
1083,Candidate_14947,0
1084,Candidate_2679,1
1085,Candidate_25392,0
1086,Candidate_27355,0
1087,Candidate_10039,1
1088,Candidate_14284,0
1089,Candidate_13155,0
1090,Candidate_31868,0
1091,Candidate_17764,0
1092,Candidate_51723,1
1093,Candidate_11282,1
1094,Candidate_51184,1
1095,Candidate_17155,0
1096,Candidate_40023,0
1097,Candidate_52870,1
1098,Candidate_3048,1
1099,Candidate_44041,0
1100,Candidate_33884,0
1101,Candidate_28434,0
1102,Candidate_33314,0
1103,Candidate_18622,0
1104,Candidate_37608,0
1105,Candidate_18670,0
1106,Candidate_10376,1
1107,Candidate_16754,0
1108,Candidate_51069,1
1109,Candidate_38263,0
1110,Candidate_26449,0
1111,Candidate_41279,0
1112,Candidate_15072,0
1113,Candidate_41129,0
1114,Candidate_11166,1
1115,Candidate_11093,1
1116,Candidate_15051,0
1117,Candidate_28610,0
1118,Candidate_17189,0
1119,Candidate_50892,1
1120,Candidate_43084,0
1121,Candidate_45196,0
1122,Candidate_35110,0
1123,Candidate_20738,0
1124,Candidate_42060,0
1125,Candidate_41953,0
1126,Candidate_34119,0
1127,Candidate_954,1
1128,Candidate_17990,0
1129,Candidate_179,1
1130,Candidate_30052,0
1131,Candidate_48716,0
1132,Candidate_47278,0
1133,Candidate_42474,0
1134,Candidate_3148,1
1135,Candidate_9308,1
1136,Candidate_8965,1
1137,Candidate_33397,0
1138,Candidate_24866,0
1139,Candidate_47402,0
1140,Candidate_33495,0
1141,Candidate_15575,0
1142,Candidate_29501,0
1143,Candidate_20904,0
1144,Candidate_36367,0
1145,Candidate_43274,0
1146,Candidate_14936,0
1147,Candidate_7968,1
1148,Candidate_13157,0
1149,Candidate_35200,0
1150,Candidate_51830,1
1151,Candidate_41358,0
